@relation vsrr-provisional-drug-overdose-death-counts

@attribute State {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,US,UT,VA,VT,WA,WI,WV,WY,YC}
@attribute 'State Name' {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,US,UT,VA,VT,WA,WI,WV,WY,YC}
@attribute Year numeric
@attribute Month {January,February,March,April,May,June,July,August,September,October,November,December}
@attribute Indicator {'Number of Deaths','Number of Drug Overdose Deaths','Cocaine (T40.5)','Heroin (T40.1)','Methadone (T40.3)','Natural & semi-synthetic opioids (T40.2)','Opioids (T40.0-T40.4,T40.6)','Percent with drugs specified','Psychostimulants with abuse potential (T43.6)','Synthetic opioids, excl. methadone (T40.4)'}
@attribute 'Data Value' numeric
@attribute 'Predicted Value' numeric
@attribute 'Percent Complete' numeric
@attribute 'Percent Pending Investigation' numeric
@attribute Footnote {'Underreported due to incomplete data','Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'}

@data
DC,DC,2018,April,'Number of Deaths',6194,?,100,3.454956,'Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'
DC,DC,2015,January,'Number of Drug Overdose Deaths',113,116,100,0.107354,?
DC,DC,2015,February,'Number of Drug Overdose Deaths',113,116,100,0.106534,?
DC,DC,2015,March,'Number of Drug Overdose Deaths',115,118,100,0.105189,?
DC,DC,2015,April,'Number of Drug Overdose Deaths',113,117,100,0.139373,?
DC,DC,2015,May,'Number of Drug Overdose Deaths',118,122,100,0.140203,?
DC,DC,2015,June,'Number of Drug Overdose Deaths',119,123,100,0.140895,?
DC,DC,2015,July,'Number of Drug Overdose Deaths',114,118,100,0.141143,?
DC,DC,2015,August,'Number of Drug Overdose Deaths',115,119,100,0.140277,?
DC,DC,2015,September,'Number of Drug Overdose Deaths',122,126,100,0.140771,?
DC,DC,2015,October,'Number of Drug Overdose Deaths',126,130,100,0.15737,?
DC,DC,2015,November,'Number of Drug Overdose Deaths',135,139,100,0.139034,?
DC,DC,2015,December,'Number of Drug Overdose Deaths',144,148,100,0.105152,?
DC,DC,2016,January,'Number of Drug Overdose Deaths',146,150,100,0.106838,?
DC,DC,2016,February,'Number of Drug Overdose Deaths',146,150,100,0.106952,?
DC,DC,2016,March,'Number of Drug Overdose Deaths',161,165,100,0.106762,?
DC,DC,2016,April,'Number of Drug Overdose Deaths',174,177,100,0.070646,?
DC,DC,2016,May,'Number of Drug Overdose Deaths',198,202,100,0.069942,?
DC,DC,2016,June,'Number of Drug Overdose Deaths',208,212,100,0.069796,?
DC,DC,2016,July,'Number of Drug Overdose Deaths',219,223,100,0.069324,?
DC,DC,2016,August,'Number of Drug Overdose Deaths',239,243,100,0.069097,?
DC,DC,2016,September,'Number of Drug Overdose Deaths',247,251,100,0.051116,?
DC,DC,2016,October,'Number of Drug Overdose Deaths',259,261,100,0.017018,?
DC,DC,2016,November,'Number of Drug Overdose Deaths',289,291,100,0.016855,?
DC,DC,2016,December,'Number of Drug Overdose Deaths',300,302,100,0,?
DC,DC,2017,January,'Number of Drug Overdose Deaths',326,325,100,0,'Underreported due to incomplete data'
DC,DC,2017,February,'Number of Drug Overdose Deaths',342,342,100,0,'Underreported due to incomplete data'
DC,DC,2017,March,'Number of Drug Overdose Deaths',357,357,100,0,'Underreported due to incomplete data'
DC,DC,2017,April,'Number of Drug Overdose Deaths',375,375,100,0,'Underreported due to incomplete data'
DC,DC,2017,May,'Number of Drug Overdose Deaths',380,380,100,0,'Underreported due to incomplete data'
DC,DC,2017,June,'Number of Drug Overdose Deaths',384,386,100,0,'Underreported due to incomplete data'
DC,DC,2017,July,'Number of Drug Overdose Deaths',383,386,100,0,'Underreported due to incomplete data'
DC,DC,2017,August,'Number of Drug Overdose Deaths',377,382,100,0.015883,'Underreported due to incomplete data'
DC,DC,2017,September,'Number of Drug Overdose Deaths',380,385,100,0.015868,'Underreported due to incomplete data'
DC,DC,2017,October,'Number of Drug Overdose Deaths',371,375,100,0.01587,'Underreported due to incomplete data'
DC,DC,2017,November,'Number of Drug Overdose Deaths',346,349,100,0.015982,'Underreported due to incomplete data'
DC,DC,2017,December,'Number of Drug Overdose Deaths',348,350,100,0.032062,'Underreported due to incomplete data'
DC,DC,2018,January,'Number of Drug Overdose Deaths',315,376,100,0.984752,'Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'
DC,DC,2018,February,'Number of Drug Overdose Deaths',286,402,100,1.72139,'Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'
DC,DC,2018,March,'Number of Drug Overdose Deaths',248,426,100,2.487163,'Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'
DC,DC,2018,April,'Number of Drug Overdose Deaths',211,503,100,3.454956,'Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'
DE,DE,2015,January,'Number of Deaths',8485,?,100,0,?
DE,DE,2015,February,'Number of Deaths',8561,?,100,0,?
DE,DE,2015,March,'Number of Deaths',8551,?,100,0,?
DE,DE,2015,April,'Number of Deaths',8580,?,100,0,?
DE,DE,2015,May,'Number of Deaths',8583,?,100,0,?
DE,DE,2015,June,'Number of Deaths',8577,?,100,0,?
DE,DE,2015,July,'Number of Deaths',8642,?,100,0,?
DE,DE,2015,August,'Number of Deaths',8648,?,100,0,?
DE,DE,2015,September,'Number of Deaths',8686,?,100,0,?
DE,DE,2015,October,'Number of Deaths',8661,?,100,0,?
DE,DE,2015,November,'Number of Deaths',8666,?,100,0,?
DE,DE,2015,December,'Number of Deaths',8591,?,100,0,?
DE,DE,2016,January,'Number of Deaths',8485,?,100,0,?
DE,DE,2016,February,'Number of Deaths',8473,?,100,0,?
DE,DE,2016,March,'Number of Deaths',8555,?,100,0,?
DE,DE,2016,April,'Number of Deaths',8530,?,100,0,?
DE,DE,2016,May,'Number of Deaths',8553,?,100,0,?
DE,DE,2016,June,'Number of Deaths',8571,?,100,0,?
DE,DE,2016,July,'Number of Deaths',8609,?,100,0,?
DE,DE,2016,August,'Number of Deaths',8666,?,100,0,?
DE,DE,2016,September,'Number of Deaths',8740,?,100,0,?
DE,DE,2016,October,'Number of Deaths',8809,?,100,0,?
DE,DE,2016,November,'Number of Deaths',8889,?,100,0,?
DE,DE,2016,December,'Number of Deaths',8980,?,100,0,?
DE,DE,2017,January,'Number of Deaths',9058,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,February,'Number of Deaths',9085,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,March,'Number of Deaths',9099,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,April,'Number of Deaths',9150,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,May,'Number of Deaths',9119,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,June,'Number of Deaths',9098,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,July,'Number of Deaths',9108,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,August,'Number of Deaths',9089,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,September,'Number of Deaths',9046,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,October,'Number of Deaths',9017,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,November,'Number of Deaths',9048,?,100,0,'Underreported due to incomplete data'
DE,DE,2017,December,'Number of Deaths',9133,?,100,0,'Underreported due to incomplete data'
DE,DE,2018,January,'Number of Deaths',9132,?,100,0,'Underreported due to incomplete data'
DE,DE,2018,February,'Number of Deaths',9195,?,100,0,'Underreported due to incomplete data'
DE,DE,2018,March,'Number of Deaths',9224,?,100,0,'Underreported due to incomplete data'
DE,DE,2018,April,'Number of Deaths',9266,?,100,0,'Underreported due to incomplete data'
DE,DE,2015,January,'Number of Drug Overdose Deaths',210,211,100,0,?
DE,DE,2015,February,'Number of Drug Overdose Deaths',208,209,100,0,?
DE,DE,2015,March,'Number of Drug Overdose Deaths',208,209,100,0,?
DE,DE,2015,April,'Number of Drug Overdose Deaths',200,201,100,0,?
DE,DE,2015,May,'Number of Drug Overdose Deaths',195,196,100,0,?
DE,DE,2015,June,'Number of Drug Overdose Deaths',199,200,100,0,?
DE,DE,2015,July,'Number of Drug Overdose Deaths',202,203,100,0,?
DE,DE,2015,August,'Number of Drug Overdose Deaths',192,193,100,0,?
DE,DE,2015,September,'Number of Drug Overdose Deaths',201,202,100,0,?
DE,DE,2015,October,'Number of Drug Overdose Deaths',187,188,100,0,?
DE,DE,2015,November,'Number of Drug Overdose Deaths',194,195,100,0,?
DE,DE,2015,December,'Number of Drug Overdose Deaths',195,196,100,0,?
DE,DE,2016,January,'Number of Drug Overdose Deaths',181,182,100,0,?
DE,DE,2016,February,'Number of Drug Overdose Deaths',189,190,100,0,?
DE,DE,2016,March,'Number of Drug Overdose Deaths',188,189,100,0,?
DE,DE,2016,April,'Number of Drug Overdose Deaths',199,200,100,0,?
DE,DE,2016,May,'Number of Drug Overdose Deaths',216,217,100,0,?
DE,DE,2016,June,'Number of Drug Overdose Deaths',221,222,100,0,?
DE,DE,2016,July,'Number of Drug Overdose Deaths',233,234,100,0,?
DE,DE,2016,August,'Number of Drug Overdose Deaths',245,246,100,0,?
DE,DE,2016,September,'Number of Drug Overdose Deaths',245,246,100,0,?
DE,DE,2016,October,'Number of Drug Overdose Deaths',254,255,100,0,?
DE,DE,2016,November,'Number of Drug Overdose Deaths',268,269,100,0,?
DE,DE,2016,December,'Number of Drug Overdose Deaths',285,286,100,0,?
DE,DE,2017,January,'Number of Drug Overdose Deaths',310,309,100,0,'Underreported due to incomplete data'
DE,DE,2017,February,'Number of Drug Overdose Deaths',309,309,100,0,'Underreported due to incomplete data'
DE,DE,2017,March,'Number of Drug Overdose Deaths',312,312,100,0,'Underreported due to incomplete data'
DE,DE,2017,April,'Number of Drug Overdose Deaths',313,313,100,0,'Underreported due to incomplete data'
DE,DE,2017,May,'Number of Drug Overdose Deaths',310,310,100,0,'Underreported due to incomplete data'
DE,DE,2017,June,'Number of Drug Overdose Deaths',313,315,100,0,'Underreported due to incomplete data'
DE,DE,2017,July,'Number of Drug Overdose Deaths',320,322,100,0,'Underreported due to incomplete data'
DE,DE,2017,August,'Number of Drug Overdose Deaths',327,331,100,0,'Underreported due to incomplete data'
DE,DE,2017,September,'Number of Drug Overdose Deaths',330,334,100,0,'Underreported due to incomplete data'
DE,DE,2017,October,'Number of Drug Overdose Deaths',339,342,100,0,'Underreported due to incomplete data'
DE,DE,2017,November,'Number of Drug Overdose Deaths',346,348,100,0,'Underreported due to incomplete data'
DE,DE,2017,December,'Number of Drug Overdose Deaths',342,342,100,0,'Underreported due to incomplete data'
DE,DE,2018,January,'Number of Drug Overdose Deaths',331,330,100,0,'Underreported due to incomplete data'
DE,DE,2018,February,'Number of Drug Overdose Deaths',339,339,100,0,'Underreported due to incomplete data'
DE,DE,2018,March,'Number of Drug Overdose Deaths',354,354,100,0,'Underreported due to incomplete data'
DE,DE,2018,April,'Number of Drug Overdose Deaths',360,360,100,0,'Underreported due to incomplete data'
FL,FL,2015,January,'Number of Deaths',189170,?,100,0.034889,?
FL,FL,2015,February,'Number of Deaths',190591,?,100,0.034104,?
FL,FL,2015,March,'Number of Deaths',191745,?,100,0.033378,?
FL,FL,2015,April,'Number of Deaths',192268,?,100,0.032247,?
FL,FL,2015,May,'Number of Deaths',193067,?,100,0.033149,?
FL,FL,2015,June,'Number of Deaths',193387,?,100,0.031543,?
FL,FL,2015,July,'Number of Deaths',193875,?,100,0.031464,?
FL,FL,2015,August,'Number of Deaths',194364,?,100,0.028812,?
FL,FL,2015,September,'Number of Deaths',195097,?,100,0.027679,?
FL,FL,2015,October,'Number of Deaths',195599,?,100,0.030164,?
FL,FL,2015,November,'Number of Deaths',195311,?,100,0.032768,?
FL,FL,2015,December,'Number of Deaths',194297,?,100,0.036542,?
FL,FL,2016,January,'Number of Deaths',193810,?,100,0.037666,?
FL,FL,2016,February,'Number of Deaths',194386,?,100,0.038069,?
FL,FL,2016,March,'Number of Deaths',195215,?,100,0.038931,?
FL,FL,2016,April,'Number of Deaths',195883,?,100,0.040841,?
FL,FL,2016,May,'Number of Deaths',196050,?,100,0.042336,?
FL,FL,2016,June,'Number of Deaths',196273,?,100,0.045345,?
FL,FL,2016,July,'Number of Deaths',196733,?,100,0.047272,?
FL,FL,2016,August,'Number of Deaths',197300,?,100,0.051698,?
FL,FL,2016,September,'Number of Deaths',197602,?,100,0.052631,?
FL,FL,2016,October,'Number of Deaths',198220,?,100,0.054989,?
FL,FL,2016,November,'Number of Deaths',199256,?,100,0.054703,?
FL,FL,2016,December,'Number of Deaths',199964,?,100,0.047008,?
FL,FL,2017,January,'Number of Deaths',200883,?,100,0.046296,'Underreported due to incomplete data'
FL,FL,2017,February,'Number of Deaths',200708,?,100,0.045838,'Underreported due to incomplete data'
FL,FL,2017,March,'Number of Deaths',200881,?,100,0.044803,'Underreported due to incomplete data'
FL,FL,2017,April,'Number of Deaths',201341,?,100,0.04321,'Underreported due to incomplete data'
FL,FL,2017,May,'Number of Deaths',201706,?,100,0.041645,'Underreported due to incomplete data'
FL,FL,2017,June,'Number of Deaths',202314,?,100,0.040531,'Underreported due to incomplete data'
FL,FL,2017,July,'Number of Deaths',202400,?,100,0.038538,'Underreported due to incomplete data'
FL,FL,2017,August,'Number of Deaths',202940,?,100,0.037449,'Underreported due to incomplete data'
FL,FL,2017,September,'Number of Deaths',203978,?,100,0.042161,'Underreported due to incomplete data'
FL,FL,2017,October,'Number of Deaths',204665,?,100,0.047395,'Underreported due to incomplete data'
FL,FL,2017,November,'Number of Deaths',205023,?,100,0.051214,'Underreported due to incomplete data'
FL,FL,2017,December,'Number of Deaths',206174,?,100,0.064994,'Underreported due to incomplete data'
FL,FL,2018,January,'Number of Deaths',208174,?,100,0.066771,'Underreported due to incomplete data'
FL,FL,2018,February,'Number of Deaths',208898,?,100,0.072763,'Underreported due to incomplete data'
FL,FL,2018,March,'Number of Deaths',208929,?,100,0.079931,'Underreported due to incomplete data'
FL,FL,2018,April,'Number of Deaths',208896,?,100,0.098614,'Underreported due to incomplete data'
FL,FL,2015,January,'Number of Drug Overdose Deaths',2755,2781,100,0.034889,?
FL,FL,2015,February,'Number of Drug Overdose Deaths',2824,2851,100,0.034104,?
FL,FL,2015,March,'Number of Drug Overdose Deaths',2862,2889,100,0.033378,?
FL,FL,2015,April,'Number of Drug Overdose Deaths',2886,2912,100,0.032247,?
FL,FL,2015,May,'Number of Drug Overdose Deaths',2958,2985,100,0.033149,?
FL,FL,2015,June,'Number of Drug Overdose Deaths',2983,3010,100,0.031543,?
FL,FL,2015,July,'Number of Drug Overdose Deaths',3117,3145,100,0.031464,?
FL,FL,2015,August,'Number of Drug Overdose Deaths',3204,3231,100,0.028812,?
FL,FL,2015,September,'Number of Drug Overdose Deaths',3270,3297,100,0.027679,?
FL,FL,2015,October,'Number of Drug Overdose Deaths',3341,3370,100,0.030164,?
FL,FL,2015,November,'Number of Drug Overdose Deaths',3340,3371,100,0.032768,?
FL,FL,2015,December,'Number of Drug Overdose Deaths',3352,3385,100,0.036542,?
FL,FL,2016,January,'Number of Drug Overdose Deaths',3324,3357,100,0.037666,?
FL,FL,2016,February,'Number of Drug Overdose Deaths',3401,3435,100,0.038069,?
FL,FL,2016,March,'Number of Drug Overdose Deaths',3596,3633,100,0.038931,?
FL,FL,2016,April,'Number of Drug Overdose Deaths',3703,3742,100,0.040841,?
FL,FL,2016,May,'Number of Drug Overdose Deaths',3759,3800,100,0.042336,?
FL,FL,2016,June,'Number of Drug Overdose Deaths',3843,3886,100,0.045345,?
FL,FL,2016,July,'Number of Drug Overdose Deaths',3973,4019,100,0.047272,?
FL,FL,2016,August,'Number of Drug Overdose Deaths',4091,4142,100,0.051698,?
FL,FL,2016,September,'Number of Drug Overdose Deaths',4279,4333,100,0.052631,?
FL,FL,2016,October,'Number of Drug Overdose Deaths',4579,4638,100,0.054989,?
FL,FL,2016,November,'Number of Drug Overdose Deaths',4836,4898,100,0.054703,?
FL,FL,2016,December,'Number of Drug Overdose Deaths',4996,5054,100,0.047008,?
FL,FL,2017,January,'Number of Drug Overdose Deaths',5179,5196,100,0.046296,'Underreported due to incomplete data'
FL,FL,2017,February,'Number of Drug Overdose Deaths',5230,5266,100,0.045838,'Underreported due to incomplete data'
FL,FL,2017,March,'Number of Drug Overdose Deaths',5287,5323,100,0.044803,'Underreported due to incomplete data'
FL,FL,2017,April,'Number of Drug Overdose Deaths',5386,5426,100,0.04321,'Underreported due to incomplete data'
FL,FL,2017,May,'Number of Drug Overdose Deaths',5535,5574,100,0.041645,'Underreported due to incomplete data'
FL,FL,2017,June,'Number of Drug Overdose Deaths',5676,5736,100,0.040531,'Underreported due to incomplete data'
FL,FL,2017,July,'Number of Drug Overdose Deaths',5602,5672,100,0.038538,'Underreported due to incomplete data'
FL,FL,2017,August,'Number of Drug Overdose Deaths',5627,5722,100,0.037449,'Underreported due to incomplete data'
FL,FL,2017,September,'Number of Drug Overdose Deaths',5592,5684,100,0.042161,'Underreported due to incomplete data'
FL,FL,2017,October,'Number of Drug Overdose Deaths',5475,5558,100,0.047395,'Underreported due to incomplete data'
FL,FL,2017,November,'Number of Drug Overdose Deaths',5415,5484,100,0.051214,'Underreported due to incomplete data'
FL,FL,2017,December,'Number of Drug Overdose Deaths',5440,5487,100,0.064994,'Underreported due to incomplete data'
FL,FL,2018,January,'Number of Drug Overdose Deaths',5451,5487,100,0.066771,'Underreported due to incomplete data'
FL,FL,2018,February,'Number of Drug Overdose Deaths',5413,5475,100,0.072763,'Underreported due to incomplete data'
FL,FL,2018,March,'Number of Drug Overdose Deaths',5283,5351,100,0.079931,'Underreported due to incomplete data'
FL,FL,2018,April,'Number of Drug Overdose Deaths',5247,5336,100,0.098614,'Underreported due to incomplete data'
GA,GA,2015,January,'Number of Deaths',77687,?,100,0.087531,?
GA,GA,2015,February,'Number of Deaths',78215,?,100,0.093332,?
GA,GA,2015,March,'Number of Deaths',78805,?,100,0.091365,?
GA,GA,2015,April,'Number of Deaths',79111,?,100,0.098596,?
GA,GA,2015,May,'Number of Deaths',79186,?,100,0.099765,?
GA,GA,2015,June,'Number of Deaths',79559,?,100,0.091756,?
GA,GA,2015,July,'Number of Deaths',79994,?,100,0.088757,?
GA,GA,2015,August,'Number of Deaths',80081,?,100,0.081168,?
GA,GA,2015,September,'Number of Deaths',80392,?,100,0.077122,?
GA,GA,2015,October,'Number of Deaths',80715,?,100,0.083008,?
GA,GA,2015,November,'Number of Deaths',80919,?,100,0.07662,?
GA,GA,2015,December,'Number of Deaths',80541,?,100,0.079463,?
GA,GA,2016,January,'Number of Deaths',80247,?,100,0.078508,?
GA,GA,2016,February,'Number of Deaths',80280,?,100,0.073493,?
GA,GA,2016,March,'Number of Deaths',80292,?,100,0.072236,?
GA,GA,2016,April,'Number of Deaths',80405,?,100,0.064673,?
GA,GA,2016,May,'Number of Deaths',80430,?,100,0.067139,?
GA,GA,2016,June,'Number of Deaths',80535,?,100,0.075743,?
GA,GA,2016,July,'Number of Deaths',80602,?,100,0.075681,?
GA,GA,2016,August,'Number of Deaths',81003,?,100,0.07654,?
GA,GA,2016,September,'Number of Deaths',81280,?,100,0.07751,?
GA,GA,2016,October,'Number of Deaths',81277,?,100,0.072591,?
GA,GA,2016,November,'Number of Deaths',81392,?,100,0.077403,?
GA,GA,2016,December,'Number of Deaths',81783,?,100,0.08437,?
GA,GA,2017,January,'Number of Deaths',82151,?,100,0.08034,'Underreported due to incomplete data'
GA,GA,2017,February,'Number of Deaths',82145,?,100,0.079128,'Underreported due to incomplete data'
GA,GA,2017,March,'Number of Deaths',82438,?,100,0.076421,'Underreported due to incomplete data'
GA,GA,2017,April,'Number of Deaths',82590,?,100,0.079913,'Underreported due to incomplete data'
GA,GA,2017,May,'Number of Deaths',82815,?,100,0.079696,'Underreported due to incomplete data'
GA,GA,2017,June,'Number of Deaths',82949,?,100,0.079567,'Underreported due to incomplete data'
GA,GA,2017,July,'Number of Deaths',83091,?,100,0.084245,'Underreported due to incomplete data'
GA,GA,2017,August,'Number of Deaths',83126,?,100,0.091427,'Underreported due to incomplete data'
GA,GA,2017,September,'Number of Deaths',83204,?,100,0.091342,'Underreported due to incomplete data'
GA,GA,2017,October,'Number of Deaths',83593,?,100,0.092113,'Underreported due to incomplete data'
GA,GA,2017,November,'Number of Deaths',83670,?,100,0.087248,'Underreported due to incomplete data'
GA,GA,2017,December,'Number of Deaths',83685,?,100,0.082452,'Underreported due to incomplete data'
GA,GA,2018,January,'Number of Deaths',84828,?,100,0.086056,'Underreported due to incomplete data'
GA,GA,2018,February,'Number of Deaths',85210,?,100,0.091539,'Underreported due to incomplete data'
GA,GA,2018,March,'Number of Deaths',85054,?,100,0.099937,'Underreported due to incomplete data'
GA,GA,2018,April,'Number of Deaths',85137,?,100,0.103363,'Underreported due to incomplete data'
GA,GA,2015,January,'Number of Drug Overdose Deaths',1206,1229,100,0.087531,?
GA,GA,2015,February,'Number of Drug Overdose Deaths',1235,1260,100,0.093332,?
GA,GA,2015,March,'Number of Drug Overdose Deaths',1257,1282,100,0.091365,?
GA,GA,2015,April,'Number of Drug Overdose Deaths',1270,1296,100,0.098596,?
GA,GA,2015,May,'Number of Drug Overdose Deaths',1289,1316,100,0.099765,?
GA,GA,2015,June,'Number of Drug Overdose Deaths',1311,1337,100,0.091756,?
GA,GA,2015,July,'Number of Drug Overdose Deaths',1330,1355,100,0.088757,?
GA,GA,2015,August,'Number of Drug Overdose Deaths',1327,1351,100,0.081168,?
GA,GA,2015,September,'Number of Drug Overdose Deaths',1314,1336,100,0.077122,?
GA,GA,2015,October,'Number of Drug Overdose Deaths',1337,1361,100,0.083008,?
GA,GA,2015,November,'Number of Drug Overdose Deaths',1315,1337,100,0.07662,?
GA,GA,2015,December,'Number of Drug Overdose Deaths',1308,1331,100,0.079463,?
GA,GA,2016,January,'Number of Drug Overdose Deaths',1299,1321,100,0.078508,?
GA,GA,2016,February,'Number of Drug Overdose Deaths',1277,1298,100,0.073493,?
GA,GA,2016,March,'Number of Drug Overdose Deaths',1278,1299,100,0.072236,?
GA,GA,2016,April,'Number of Drug Overdose Deaths',1291,1310,100,0.064673,?
GA,GA,2016,May,'Number of Drug Overdose Deaths',1268,1287,100,0.067139,?
GA,GA,2016,June,'Number of Drug Overdose Deaths',1279,1301,100,0.075743,?
GA,GA,2016,July,'Number of Drug Overdose Deaths',1270,1291,100,0.075681,?
GA,GA,2016,August,'Number of Drug Overdose Deaths',1275,1297,100,0.07654,?
GA,GA,2016,September,'Number of Drug Overdose Deaths',1289,1311,100,0.07751,?
GA,GA,2016,October,'Number of Drug Overdose Deaths',1298,1319,100,0.072591,?
GA,GA,2016,November,'Number of Drug Overdose Deaths',1344,1367,100,0.077403,?
GA,GA,2016,December,'Number of Drug Overdose Deaths',1370,1395,100,0.08437,?
GA,GA,2017,January,'Number of Drug Overdose Deaths',1398,1411,100,0.08034,'Underreported due to incomplete data'
GA,GA,2017,February,'Number of Drug Overdose Deaths',1418,1436,100,0.079128,'Underreported due to incomplete data'
GA,GA,2017,March,'Number of Drug Overdose Deaths',1436,1454,100,0.076421,'Underreported due to incomplete data'
GA,GA,2017,April,'Number of Drug Overdose Deaths',1467,1487,100,0.079913,'Underreported due to incomplete data'
GA,GA,2017,May,'Number of Drug Overdose Deaths',1484,1504,100,0.079696,'Underreported due to incomplete data'
GA,GA,2017,June,'Number of Drug Overdose Deaths',1485,1511,100,0.079567,'Underreported due to incomplete data'
GA,GA,2017,July,'Number of Drug Overdose Deaths',1493,1524,100,0.084245,'Underreported due to incomplete data'
GA,GA,2017,August,'Number of Drug Overdose Deaths',1501,1541,100,0.091427,'Underreported due to incomplete data'
GA,GA,2017,September,'Number of Drug Overdose Deaths',1499,1537,100,0.091342,'Underreported due to incomplete data'
GA,GA,2017,October,'Number of Drug Overdose Deaths',1520,1555,100,0.092113,'Underreported due to incomplete data'
GA,GA,2017,November,'Number of Drug Overdose Deaths',1506,1535,100,0.087248,'Underreported due to incomplete data'
GA,GA,2017,December,'Number of Drug Overdose Deaths',1516,1534,100,0.082452,'Underreported due to incomplete data'
GA,GA,2018,January,'Number of Drug Overdose Deaths',1479,1494,100,0.086056,'Underreported due to incomplete data'
GA,GA,2018,February,'Number of Drug Overdose Deaths',1459,1481,100,0.091539,'Underreported due to incomplete data'
GA,GA,2018,March,'Number of Drug Overdose Deaths',1465,1489,100,0.099937,'Underreported due to incomplete data'
GA,GA,2018,April,'Number of Drug Overdose Deaths',1430,1456,100,0.103363,'Underreported due to incomplete data'
HI,HI,2015,January,'Number of Deaths',11026,?,100,0.018139,?
HI,HI,2015,February,'Number of Deaths',11076,?,100,0.018057,?
HI,HI,2015,March,'Number of Deaths',11073,?,100,0.018062,?
HI,HI,2015,April,'Number of Deaths',11031,?,100,0.018131,?
HI,HI,2015,May,'Number of Deaths',11063,?,100,0.018078,?
HI,HI,2015,June,'Number of Deaths',11100,?,100,0.018018,?
HI,HI,2015,July,'Number of Deaths',11111,?,100,0.018,?
HI,HI,2015,August,'Number of Deaths',11116,?,100,0.017992,?
HI,HI,2015,September,'Number of Deaths',11154,?,100,0.017931,?
HI,HI,2015,October,'Number of Deaths',11187,?,100,0.026817,?
HI,HI,2015,November,'Number of Deaths',11203,?,100,0.017852,?
HI,HI,2015,December,'Number of Deaths',11208,?,100,0.008922,?
HI,HI,2016,January,'Number of Deaths',11070,?,100,0.009033,?
HI,HI,2016,February,'Number of Deaths',11065,?,100,0.018075,?
HI,HI,2016,March,'Number of Deaths',11067,?,100,0.018072,?
HI,HI,2016,April,'Number of Deaths',11057,?,100,0.018088,?
HI,HI,2016,May,'Number of Deaths',10969,?,100,0.0547,?
HI,HI,2016,June,'Number of Deaths',10901,?,100,0.091735,?
HI,HI,2016,July,'Number of Deaths',10896,?,100,0.128488,?
HI,HI,2016,August,'Number of Deaths',10892,?,100,0.165259,?
HI,HI,2016,September,'Number of Deaths',10824,?,100,0.203252,?
HI,HI,2016,October,'Number of Deaths',10870,?,100,0.220791,?
HI,HI,2016,November,'Number of Deaths',10939,?,100,0.265106,?
HI,HI,2016,December,'Number of Deaths',11041,?,100,0.326057,?
HI,HI,2017,January,'Number of Deaths',11142,?,100,0.323102,'Underreported due to incomplete data'
HI,HI,2017,February,'Number of Deaths',11111,?,100,0.315003,'Underreported due to incomplete data'
HI,HI,2017,March,'Number of Deaths',11136,?,100,0.314296,'Underreported due to incomplete data'
HI,HI,2017,April,'Number of Deaths',11205,?,100,0.312361,'Underreported due to incomplete data'
HI,HI,2017,May,'Number of Deaths',11306,?,100,0.274191,'Underreported due to incomplete data'
HI,HI,2017,June,'Number of Deaths',11380,?,100,0.237258,'Underreported due to incomplete data'
HI,HI,2017,July,'Number of Deaths',11385,?,100,0.210804,'Underreported due to incomplete data'
HI,HI,2017,August,'Number of Deaths',11412,?,100,0.184017,'Underreported due to incomplete data'
HI,HI,2017,September,'Number of Deaths',11430,?,100,0.148731,'Underreported due to incomplete data'
HI,HI,2017,October,'Number of Deaths',11396,?,100,0.131625,'Underreported due to incomplete data'
HI,HI,2017,November,'Number of Deaths',11455,?,100,0.087298,'Underreported due to incomplete data'
HI,HI,2017,December,'Number of Deaths',11514,?,100,0.03474,'Underreported due to incomplete data'
